,id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_tweet,is_active,end_date,twitter_id,mastodon,serving_current_chamber_since,serving_congress_since
104,723,Lynch,Stephen,F.,,,Stephen F. Lynch,1955-03-31,M,rep,MA,8,0,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,1686,N00013855,,"H2MA09072,S0MA00083",1000222,400249,4844,Stephen Lynch,,20119,Stephen Lynch (politician),,,,310310133,,2001-01-03,2001-01-03
105,724,Markey,Edward,J.,,Ed,Edward J. Markey,1946-07-11,M,sen,MA,0,2,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,735,N00000270,S369,"H6MA07101,S4MA00028",260,400253,26900,Ed Markey,,14435,Ed Markey,,,,21406834,,2015-01-03,1975-01-03
106,725,Matsui,Doris,O.,,,Doris O. Matsui,1944-09-25,F,rep,CA,7,0,Democrat,https://matsui.house.gov,2311 Rayburn House Office Building Washington DC 20515-0507,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,1814,N00027459,,H6CA05195,26602,400663,28593,Doris Matsui,,20538,Doris Matsui,,,,38254095,,2005-01-03,2005-01-03
107,726,McCarthy,Kevin,,,,Kevin McCarthy,1965-01-26,M,rep,CA,20,0,Republican,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building Washington DC 20515-0520,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,SpeakerMcCarthy,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,1833,N00028152,,H6CA22125,85231,412190,28918,Kevin McCarthy (California),,20703,Kevin McCarthy,,,,19739126,,2023-01-03,2007-01-03
108,727,McCaul,Michael,T.,,,Michael T. McCaul,1962-01-14,M,rep,TX,10,0,Republican,https://mccaul.house.gov,2300 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,1804,N00026460,,H4TX10093,1013056,400654,49210,Michael McCaul,,20530,Michael McCaul,,,,26424123,,2005-01-03,2005-01-03
109,728,McClintock,Tom,,,,Tom McClintock,1956-07-10,M,rep,CA,5,0,Republican,https://mcclintock.house.gov,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908,N00006863,,"H8CA04152,H6CA21135",30359,412295,9715,Tom McClintock,,20903,Tom McClintock,,,,50152441,,2009-01-03,2009-01-03
110,729,McCollum,Betty,Louise,,,Betty McCollum,1954-07-12,F,rep,MN,4,0,Democrat,https://mccollum.house.gov,2426 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653,N00012942,,H0MN04049,86670,400259,3812,Betty McCollum,,20122,Betty McCollum,,,,516880804,,2001-01-03,2001-01-03
111,730,McGovern,James,P.,,Jim,James P. McGovern,1959-11-20,M,rep,MA,2,0,Democrat,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504,N00000179,,H4MA03022,45976,400263,552,Jim McGovern (Massachusetts),,29729,Jim McGovern (American politician),,,,242426145,,1997-01-03,1997-01-03
112,731,McHenry,Patrick,T.,,,Patrick T. McHenry,1975-10-22,M,rep,NC,10,0,Republican,https://mchenry.house.gov,2134 Rayburn House Office Building Washington DC 20515-3310,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792,N00026627,,H4NC10047,1007062,400644,21031,Patrick T. McHenry,,20522,Patrick McHenry,,,,27676828,,2005-01-03,2005-01-03
113,732,McMorris Rodgers,Cathy,Anne,,,Cathy McMorris Rodgers,1969-05-22,F,rep,WA,5,0,Republican,https://mcmorris.house.gov,2188 Rayburn House Office Building Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809,N00026314,,H4WA05077,1013063,400659,3217,Cathy McMorris Rodgers,,20535,Cathy McMorris Rodgers,,,,17976923,,2005-01-03,2005-01-03
114,733,Meeks,Gregory,W.,,,Gregory W. Meeks,1953-09-25,M,rep,NY,5,0,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,1506,N00001171,,H8NY06048,53469,400271,4360,Gregory Meeks,,29776,Gregory Meeks,,,,22812754,,1997-01-03,1997-01-03
115,734,Moore,Gwen,,,,Gwen Moore,1951-04-18,F,rep,WI,4,0,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811,N00026914,,H4WI04183,42548,400661,3457,Gwen Moore,,20537,Gwen Moore,,,,22669526,,2005-01-03,2005-01-03
116,735,Moran,Jerry,,,,Jerry Moran,1954-05-29,M,sen,KS,0,3,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507,N00005282,S347,"H6KS01096,S0KS00091",45469,400284,542,Jerry Moran,,29722,Jerry Moran,,,,18632666,,2011-01-03,1997-01-03
117,736,Murkowski,Lisa,A.,,,Lisa Murkowski,1957-05-22,F,sen,AK,0,3,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694,N00026050,S288,S4AK00099,1004138,300075,15841,Lisa Murkowski,,40300,Lisa Murkowski,,,,18061669,,2001-01-03,2001-01-03
118,737,Murphy,Christopher,S.,,,Christopher Murphy,1973-08-03,M,sen,CT,0,1,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,https://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,SenMurphyOffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837,N00027566,S364,"H6CT05124,S2CT00132",1021270,412194,17189,Christopher S. Murphy,,20707,Chris Murphy,,,,2853793517,,2013-01-03,2007-01-03
119,738,Murray,Patty,,,,Patty Murray,1950-10-11,F,sen,WA,0,3,Democrat,https://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409,N00007876,S229,S2WA00189,25277,300076,53358,Patty Murray,,49308,Patty Murray,,,,293131808,,1993-01-03,1993-01-03
120,739,Nadler,Jerrold,L.,,,Jerrold Nadler,1947-06-13,M,rep,NY,12,0,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building Washington DC 20515-3212,202-225-5635,,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850,N00000939,,H2NY17071,26159,400289,26980,Jerrold Nadler,,29377,Jerry Nadler,,,,40302336,,1991-01-03,1991-01-03
121,740,Napolitano,Grace,F.,,,Grace F. Napolitano,1936-12-04,F,rep,CA,31,0,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building Washington DC 20515-0531,202-225-5256,,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602,N00006789,,H8CA34068,57873,400290,8393,Grace Napolitano,,29903,Grace Napolitano,,,,161411080,,1999-01-03,1999-01-03
122,741,Neal,Richard,E.,,,Richard E. Neal,1949-02-14,M,rep,MA,1,0,Democrat,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854,N00000153,,H8MA02041,6103,400291,26895,Richard Neal,,15616,Richard Neal,,,,442824717,,1989-01-03,1989-01-03
123,742,Norton,Eleanor,Holmes,,,Eleanor Holmes Norton,1937-06-13,F,rep,DC,0,0,Democrat,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868,N00001692,,H0DC00058,882,400295,775,,,0,Eleanor Holmes Norton,,,,23600262,@CongresswomanNorton@Mastodon.social,1991-01-03,1991-01-03
124,743,Pallone,Frank,J.,Jr.,,"Frank Pallone, Jr.",1951-10-30,M,rep,NJ,6,0,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887,N00000781,,"H8NJ03073,S6NJ00263",6107,400308,26951,Frank Pallone,,15454,Frank Pallone,,,,31801993,,1987-01-03,1987-01-03
125,744,Pascrell,Bill,J.,Jr.,,"Bill Pascrell, Jr.",1937-01-25,M,rep,NJ,9,0,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building Washington DC 20515-3009,202-225-5751,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510,N00000751,,H6NJ08118,45543,400309,478,Bill Pascrell,,29741,Bill Pascrell,,,,74508260,,1997-01-03,1997-01-03
126,745,Paul,Rand,,,,Rand Paul,1963-01-07,M,sen,KY,0,3,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,http://paul.senate.gov/rss/?p=news,SenRandPaul,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082,N00030836,S348,S0KY00156,9265241,412492,117285,Rand Paul,,41104,Rand Paul,,,,1.2986243756928942e18,,2011-01-03,2011-01-03
127,746,Pelosi,Nancy,,,,Nancy Pelosi,1940-03-26,F,rep,CA,11,0,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0511,202-225-4965,,http://pelosi.house.gov/atom.xml,SpeakerPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905,N00007360,,H8CA05035,6153,400314,26732,Nancy Pelosi,,15448,Nancy Pelosi,,,,15764644,,2023-01-03,1987-01-03
128,747,Peters,Gary,C.,,,Gary C. Peters,1958-12-01,M,sen,MI,0,2,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929,N00029277,S380,"H8MI09068,S4MI00355",50199,412305,8749,Gary Peters,,20923,Gary Peters,,,,236511574,,2015-01-03,2009-01-03
129,748,Pingree,Chellie,,,,Chellie Pingree,1955-04-02,F,rep,ME,1,0,Democrat,https://pingree.house.gov,2354 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927,N00013817,,"H8ME01120,S0ME00038",1002167,412307,6586,Chellie Pingree,,20920,Chellie Pingree,,,,14984637,@chelliepingree@mastodon.social,2009-01-03,2009-01-03
130,749,Posey,Bill,,,,Bill Posey,1947-12-18,M,rep,FL,8,0,Republican,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915,N00029662,,H8FL15107,88959,412309,24280,Bill Posey,,20909,Bill Posey,,,,25086658,,2009-01-03,2009-01-03
131,750,Quigley,Mike,,,,Mike Quigley,1958-10-17,M,rep,IL,5,0,Democrat,https://quigley.house.gov,2083 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967,N00030581,,H0IL05096,9263344,412331,83310,Michael Quigley,,20954,Mike Quigley (politician),,,,56864092,,2009-01-03,2009-01-03
132,751,Rogers,Harold,,,Hal,Harold Rogers,1937-12-31,M,rep,KY,5,0,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977,N00003473,,H0KY05015,6739,400340,26875,Harold Rogers,,14854,Hal Rogers,,,,550401754,,1981-01-03,1981-01-03
133,752,Rogers,Mike,,,,Mike Rogers,1958-07-16,M,rep,AL,3,0,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704,N00024759,,H2AL03032,1014740,400341,5705,Mike Rogers (Alabama),,20301,Mike Rogers (Alabama politician),,,,33977070,,2003-01-03,2003-01-03
134,753,Rubio,Marco,,,,Marco Rubio,1971-05-28,M,sen,FL,0,3,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,https://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenMarcoRubio,SenatorMarcoRubio,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084,N00030612,S350,S0FL00338,87599,412491,1601,Marco Rubio,,41102,Marco Rubio,,,,229966028,,2011-01-03,2011-01-03
135,754,Ruppersberger,C.,A. Dutch,,,C. A. Dutch Ruppersberger,1946-01-31,M,rep,MD,2,0,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,,http://dutch.house.gov/atom.xml,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728,N00025482,,H2MD02160,49155,400349,36130,Dutch Ruppersberger,,20329,Dutch Ruppersberger,,,,305620929,,2003-01-03,2003-01-03
136,755,Sablan,Gregorio,Kilili Camacho,,,Gregorio Kilili Camacho Sablan,1955-01-19,M,rep,MP,0,0,Democrat,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,,http://sablan.house.gov/rss.xml,Kilili_Sablan,153423912663,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962,N00030418,,H8MP00041,1031366,412312,110903,,,0,Gregorio Sablan,,,,9.264460708126024e17,,2009-01-03,2009-01-03
137,756,Sarbanes,John,P.,,,John P. Sarbanes,1962-05-22,M,rep,MD,3,0,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,1854,N00027751,,H6MD03292,1022884,412212,66575,John Sarbanes,,20724,John Sarbanes,,,,364415553,,2007-01-03,2007-01-03
138,757,Scalise,Steve,Joseph,,,Steve Scalise,1965-10-06,M,rep,LA,1,0,Republican,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892,N00009660,,H0LA01087,1015311,412261,9026,Steve Scalise,,20759,Steve Scalise,,,,1209417007,,2015-01-03,2007-01-03
139,758,Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,1944-05-26,F,rep,IL,9,0,Democrat,https://schakowsky.house.gov,2408 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588,N00004724,,H8IL09067,57874,400360,6387,Jan Schakowsky,,29911,Jan Schakowsky,,,,24195214,,1999-01-03,1999-01-03
140,759,Schiff,Adam,B.,,,Adam B. Schiff,1960-06-22,M,rep,CA,30,0,Democrat,https://schiff.house.gov,2309 Rayburn House Office Building Washington DC 20515-0530,202-225-4176,,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635,N00009585,,H0CA27085,90167,400361,9489,Adam Schiff,,20104,Adam Schiff,,,,29501253,,2001-01-03,2001-01-03
141,760,Schumer,Charles,E.,,Chuck,Charles E. Schumer,1950-11-23,M,sen,NY,0,3,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036,N00001093,S270,"S8NY00082,H0NY16010",5929,300087,26976,Chuck Schumer,,14858,Chuck Schumer,,,,17494010,,1999-01-03,1981-01-03
142,761,Schweikert,David,,,,David Schweikert,1962-03-03,M,rep,AZ,1,0,Republican,https://schweikert.house.gov,460 Cannon House Office Building Washington DC 20515-0301,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994,N00006460,,"H4AZ06045,H8AZ05097",5205,412399,106387,David Schweikert,,21105,David Schweikert,,,,229197216,,2011-01-03,2011-01-03
143,762,Scott,Austin,,,,Austin Scott,1969-12-10,M,rep,GA,8,0,Republican,https://austinscott.house.gov,2185 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009,N00032457,,H0GA08099,623344,412417,11812,Austin Scott,,21123,Austin Scott (politician),,,,234797704,,2011-01-03,2011-01-03
144,763,Scott,David,,,,David Scott,1945-06-27,M,rep,GA,13,0,Democrat,https://davidscott.house.gov,468 Cannon House Office Building Washington DC 20515-1013,202-225-2939,,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,1722,N00024871,,H2GA13012,1003567,400363,7826,David Scott (Georgia),,20321,David Scott (Georgia politician),,,,168673083,,2003-01-03,2003-01-03
145,764,Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,M,rep,VA,3,0,Democrat,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037,N00002147,,H6VA01117,25888,400364,27117,Robert C. Scott,,39307,Bobby Scott (politician),,,,161791703,,1993-01-03,1993-01-03
146,765,Scott,Tim,,,,Tim Scott,1965-09-19,M,sen,SC,0,3,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056,N00031782,S365,"H0SC01279,S4SC00240",623506,412471,11940,Tim Scott,,21173,Tim Scott,,,,217543151,,2011-01-03,2011-01-03
147,766,Sewell,Terri,A.,,,Terri A. Sewell,1965-01-01,F,rep,AL,7,0,Democrat,https://sewell.house.gov,1035 Rayburn House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988,N00030622,,H0AL07086,623257,412396,121621,Terri Sewell,,21102,Terri Sewell,,,,381152398,,2011-01-03,2011-01-03
148,767,Sherman,Brad,J.,,,Brad Sherman,1954-10-24,M,rep,CA,32,0,Democrat,https://sherman.house.gov,2365 Rayburn House Office Building Washington DC 20515-0532,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526,N00006897,,H6CA24113,45124,400371,142,Brad Sherman,,29707,Brad Sherman,,,,30216513,,1997-01-03,1997-01-03
149,768,Simpson,Michael,K.,,Mike,Michael K. Simpson,1950-09-08,M,rep,ID,2,0,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,1590,N00006263,,H8ID02064,57889,400376,2917,Michael K. Simpson,,29910,Mike Simpson,,,,76132891,,1999-01-03,1999-01-03
150,769,Smith,Adam,,,,Adam Smith,1965-06-15,M,rep,WA,9,0,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528,N00007833,,H6WA09025,44329,400379,845,Adam Smith,,29768,Adam Smith (Washington politician),,,,58928690,,1997-01-03,1997-01-03
151,770,Smith,Adrian,,,,Adrian Smith,1970-12-19,M,rep,NE,3,0,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,1860,N00027623,,H6NE03115,1022845,412217,21284,Adrian Smith,,20729,Adrian Smith (politician),,,,296245061,,2007-01-03,2007-01-03
152,771,Smith,Christopher,H.,,Chris,Christopher H. Smith,1953-03-04,M,rep,NJ,4,0,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,1071,N00009816,,H8NJ04014,6411,400380,26952,Chris Smith (New Jersey),,14863,Chris Smith (New Jersey politician),,,,,,1981-01-03,1981-01-03
153,772,Sánchez,Linda,T.,,,Linda T. Sánchez,1969-01-28,F,rep,CA,38,0,Democrat,https://lindasanchez.house.gov,2428 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757,N00024870,,H2CA39078,1003554,400355,29674,Linda Sánchez,,20310,Linda Sánchez,,,,312134473,,2003-01-03,2003-01-03
154,773,Thompson,Bennie,G.,,,Bennie G. Thompson,1948-01-28,M,rep,MS,2,0,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,1151,N00003288,,H4MS02068,7304,400402,26929,Bennie Thompson,,29368,Bennie Thompson,,,,82453460,,1993-01-03,1993-01-03
155,774,Thompson,Mike,Michael,,,Mike Thompson,1951-01-24,M,rep,CA,4,0,Democrat,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0504,202-225-3311,,http://mikethompson.house.gov/news/rss.aspx,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593,N00007419,,H8CA01109,57872,400403,3564,Mike Thompson (California),,29901,Mike Thompson (California politician),,,,303861808,@repthompson@mastodon.social,1999-01-03,1999-01-03
156,775,Thompson,Glenn,,,,Glenn Thompson,1959-07-27,M,rep,PA,15,0,Republican,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952,N00029736,,H8PA05071,1031359,412317,24046,Glenn Thompson (Pennsylvania),,20946,Glenn Thompson (politician),,,,18967498,,2009-01-03,2009-01-03
157,776,Thune,John,,,,John Thune,1961-01-07,M,sen,SD,0,3,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,https://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534,N00004572,S303,"S2SD00068,H6SD00085",45552,400546,398,John Thune,,29754,John Thune,,,,296361085,,2005-01-03,1997-01-03
158,777,Tonko,Paul,,,,Paul Tonko,1949-06-18,M,rep,NY,20,0,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,1942,N00030196,,H8NY21203,1031353,412319,4403,Paul Tonko,,20934,Paul Tonko,,,,84119348,,2009-01-03,2009-01-03
