,id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_tweet,is_active,end_date,twitter_id
133,134,McCollum,Betty,Louise,,,Betty McCollum,7/12/54,F,rep,MN,4,0,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653.0,N00012942,,H0MN04049,86670,400259,3812,Betty McCollum,,20122,Betty McCollum,1663293930429980675,1,2022-12-31,516880804
134,135,McGovern,James,P.,,Jim,James P. McGovern,11/20/59,M,rep,MA,2,0,Democrat,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504.0,N00000179,,H4MA03022,45976,400263,552,Jim McGovern (Massachusetts),,29729,Jim McGovern (American politician),1663255451251638289,1,2022-12-31,242426145
135,136,McHenry,Patrick,T.,,,Patrick T. McHenry,10/22/75,M,rep,NC,10,0,Republican,https://mchenry.house.gov,2004 Rayburn House Office Building Washington DC 20515-3310,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792.0,N00026627,,H4NC10047,1007062,400644,21031,Patrick T. McHenry,,20522,Patrick McHenry,1663209242105462784,1,2022-12-31,27676828
136,137,McKinley,David,B.,,,David B. McKinley,3/28/47,M,rep,WV,1,0,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building Washington DC 20515-4801,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,2074.0,N00031681,,H0WV01072,9269013,412487,117396,David McKinley,,21188,David McKinley,1606335218683707392,0,2022-12-31,240427862
137,138,McMorris Rodgers,Cathy,Anne,,,Cathy McMorris Rodgers,5/22/69,F,rep,WA,5,0,Republican,https://mcmorris.house.gov,1035 Longworth House Office Building Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809.0,N00026314,,H4WA05077,1013063,400659,3217,Cathy McMorris Rodgers,,20535,Cathy McMorris Rodgers,1663212587213889537,1,2022-12-31,17976923
138,139,McNerney,Jerry,,,,Jerry McNerney,6/18/51,M,rep,CA,9,0,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building Washington DC 20515-0509,202-225-1947,,http://mcnerney.house.gov/rss.xml,RepMcNerney,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,1832.0,N00026926,,H4CA11081,1021667,412189,29474,Jerry McNerney,,20702,Jerry McNerney,1606105178511314944,0,2022-12-31,385429543
139,140,Meeks,Gregory,W.,,,Gregory W. Meeks,9/25/53,M,rep,NY,5,0,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,1506.0,N00001171,,H8NY06048,53469,400271,4360,Gregory Meeks,,29776,Gregory Meeks,1663168319653027846,1,2022-12-31,22812754
140,141,Moore,Gwen,,,,Gwen Moore,4/18/51,F,rep,WI,4,0,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811.0,N00026914,,H4WI04183,42548,400661,3457,Gwen Moore,,20537,Gwen Moore,1663189541677674498,1,2022-12-31,22669526
141,142,Moran,Jerry,,,,Jerry Moran,5/29/54,M,sen,KS,0,3,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507.0,N00005282,S347,"H6KS01096,S0KS00091",45469,400284,542,Jerry Moran,,29722,Jerry Moran,1663226091933253632,1,2022-12-31,18632666
142,143,Murkowski,Lisa,A.,,,Lisa Murkowski,5/22/57,F,sen,AK,0,3,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694.0,N00026050,S288,S4AK00099,1004138,300075,15841,Lisa Murkowski,,40300,Lisa Murkowski,1663247183540523010,1,2022-12-31,18061669
143,144,Murphy,Christopher,S.,,,Christopher Murphy,8/3/73,M,sen,CT,0,1,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,https://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,SenMurphyOffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837.0,N00027566,S364,"H6CT05124,S2CT00132",1021270,412194,17189,Christopher S. Murphy,,20707,Chris Murphy,,1,2022-12-31,2853793517
144,145,Murray,Patty,,,,Patty Murray,10/11/50,F,sen,WA,0,3,Democrat,https://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409.0,N00007876,S229,S2WA00189,25277,300076,53358,Patty Murray,,49308,Patty Murray,1663199353626845184,1,2022-12-31,293131808
145,146,Nadler,Jerrold,L.,,,Jerrold Nadler,6/13/47,M,rep,NY,10,0,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building Washington DC 20515-3210,202-225-5635,,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850.0,N00000939,,H2NY17071,26159,400289,26980,Jerrold Nadler,,29377,Jerry Nadler,1663255215770828813,1,2022-12-31,40302336
146,147,Napolitano,Grace,F.,,,Grace F. Napolitano,12/4/36,F,rep,CA,32,0,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building Washington DC 20515-0532,202-225-5256,,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602.0,N00006789,,H8CA34068,57873,400290,8393,Grace Napolitano,,29903,Grace Napolitano,1663219999610159105,1,2022-12-31,161411080
147,148,Neal,Richard,E.,,,Richard E. Neal,2/14/49,M,rep,MA,1,0,Democrat,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854.0,N00000153,,H8MA02041,6103,400291,26895,Richard Neal,,15616,Richard Neal,1663189953902436352,1,2022-12-31,442824717
148,149,Norton,Eleanor,Holmes,,,Eleanor Holmes Norton,6/13/37,F,rep,DC,0,0,Democrat,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868.0,N00001692,,H0DC00058,882,400295,775,,,0,Eleanor Holmes Norton,1661849279336415233,1,2022-12-31,23600262
149,150,Palazzo,Steven,M.,,,Steven M. Palazzo,2/21/70,M,rep,MS,4,0,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building Washington DC 20515-2404,202-225-5772,,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035.0,N00031958,,H0MS04120,61886,412443,69521,Steven Palazzo,,21148,Steven Palazzo,,0,2022-12-31,299883942
150,151,Pallone,Frank,J.,Jr.,,"Frank Pallone, Jr.",10/30/51,M,rep,NJ,6,0,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887.0,N00000781,,"H8NJ03073,S6NJ00263",6107,400308,26951,Frank Pallone,,15454,Frank Pallone,1663303987494264835,1,2022-12-31,31801993
151,152,Pascrell,Bill,J.,Jr.,,"Bill Pascrell, Jr.",1/25/37,M,rep,NJ,9,0,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building Washington DC 20515-3009,202-225-5751,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510.0,N00000751,,H6NJ08118,45543,400309,478,Bill Pascrell,,29741,Bill Pascrell,1663155531630911493,1,2022-12-31,74508260
152,153,Paul,Rand,,,,Rand Paul,1/7/63,M,sen,KY,0,3,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,http://paul.senate.gov/rss/?p=news,SenRandPaul,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082.0,N00030836,S348,S0KY00156,9265241,412492,117285,Rand Paul,,41104,Rand Paul,1663172138013020162,1,2022-12-31,1298624375692894210
153,154,Pelosi,Nancy,,,,Nancy Pelosi,3/26/40,F,rep,CA,12,0,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,,http://pelosi.house.gov/atom.xml,SpeakerPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905.0,N00007360,,H8CA05035,6153,400314,26732,Nancy Pelosi,,15448,Nancy Pelosi,1663331611234951168,1,2022-12-31,15764644
154,155,Perlmutter,Ed,,,,Ed Perlmutter,5/1/53,M,rep,CO,7,0,Democrat,https://perlmutter.house.gov,1226 Longworth House Office Building Washington DC 20515-0607,202-225-2645,,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835.0,N00027510,,H6CO07023,1021382,412192,2653,Ed Perlmutter,,20705,Ed Perlmutter,,0,2022-12-31,20552026
155,156,Peters,Gary,C.,,,Gary C. Peters,12/1/58,M,sen,MI,0,2,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929.0,N00029277,S380,"H8MI09068,S4MI00355",50199,412305,8749,Gary Peters,,20923,Gary Peters,1663210658744213505,1,2022-12-31,236511574
156,157,Pingree,Chellie,,,,Chellie Pingree,4/2/55,F,rep,ME,1,0,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927.0,N00013817,,"H8ME01120,S0ME00038",1002167,412307,6586,Chellie Pingree,,20920,Chellie Pingree,1663153215242895361,1,2022-12-31,14984637
157,158,Portman,Robert,J.,,Rob,Rob Portman,12/19/55,M,sen,OH,0,3,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924.0,N00003682,S349,"S0OH00133,H4OH02032",31819,400325,27008,Rob Portman,,29386,Rob Portman,1607012183933599745,0,2022-12-31,18915145
158,159,Posey,Bill,,,,Bill Posey,12/18/47,M,rep,FL,8,0,Republican,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915.0,N00029662,,H8FL15107,88959,412309,24280,Bill Posey,,20909,Bill Posey,1661472806226505730,1,2022-12-31,25086658
159,160,Price,David,E.,,,David E. Price,8/17/40,M,rep,NC,4,0,Democrat,https://price.house.gov,2108 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930.0,N00002260,,H6NC04037,6748,400326,119,David Price,,15438,David Price (American politician),1607385511802568704,0,2022-12-31,155669457
160,161,Quigley,Mike,,,,Mike Quigley,10/17/58,M,rep,IL,5,0,Democrat,https://quigley.house.gov,2078 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967.0,N00030581,,H0IL05096,9263344,412331,83310,Michael Quigley,,20954,Mike Quigley (politician),1663331517685280768,1,2022-12-31,56864092
161,162,Rogers,Harold,,,Hal,Harold Rogers,12/31/37,M,rep,KY,5,0,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977.0,N00003473,,H0KY05015,6739,400340,26875,Harold Rogers,,14854,Hal Rogers,1661765842919456768,1,2022-12-31,550401754
162,163,Rogers,Mike,,,,Mike Rogers,7/16/58,M,rep,AL,3,0,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704.0,N00024759,,H2AL03032,1014740,400341,5705,Mike Rogers (Alabama),,20301,Mike Rogers (Alabama politician),1663179612782723084,1,2022-12-31,33977070
163,164,Roybal-Allard,Lucille,,,,Lucille Roybal-Allard,6/12/41,F,rep,CA,40,0,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997.0,N00006671,,H2CA33048,26136,400347,26766,Lucille Roybal-Allard,,29317,Lucille Roybal-Allard,1604943049431326727,0,2022-12-31,479872233
164,165,Rubio,Marco,,,,Marco Rubio,5/28/71,M,sen,FL,0,3,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,https://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084.0,N00030612,S350,S0FL00338,87599,412491,1601,Marco Rubio,,41102,Marco Rubio,1663168311817822212,1,2022-12-31,229966028
165,166,Ruppersberger,C.,A. Dutch,,,C. A. Dutch Ruppersberger,1/31/46,M,rep,MD,2,0,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,,http://dutch.house.gov/atom.xml,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728.0,N00025482,,H2MD02160,49155,400349,36130,Dutch Ruppersberger,,20329,Dutch Ruppersberger,1663206060360908806,1,2022-12-31,305620929
166,167,Rush,Bobby,L.,,,Bobby L. Rush,11/23/46,M,rep,IL,1,0,Democrat,https://rush.house.gov,2188 Rayburn House Office Building Washington DC 20515-1301,202-225-4372,,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003.0,N00004887,,H2IL01042,26127,400350,26831,Bobby Rush,,29346,Bobby Rush,1607187004655017984,0,2022-12-31,305216911
167,168,Ryan,Tim,J.,,,Tim Ryan,7/16/73,M,rep,OH,13,0,Democrat,https://timryan.house.gov,1126 Longworth House Office Building Washington DC 20515-3513,202-225-5261,,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756.0,N00025280,,H2OH17109,1003608,400352,45638,Tim Ryan (Ohio),,20343,Tim Ryan (Ohio politician),1607028894648901632,0,2022-12-31,13491312
168,169,Sablan,Gregorio,Kilili Camacho,,,Gregorio Kilili Camacho Sablan,1/19/55,M,rep,MP,0,0,Democrat,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,,http://sablan.house.gov/rss.xml,Kilili_Sablan,1.53424E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962.0,N00030418,,H8MP00041,1031366,412312,110903,,,0,Gregorio Sablan,1662934270531506176,1,2022-12-31,926446070812602371
169,170,Sarbanes,John,P.,,,John P. Sarbanes,5/22/62,M,rep,MD,3,0,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,1854.0,N00027751,,H6MD03292,1022884,412212,66575,John Sarbanes,,20724,John Sarbanes,1663175860793544704,1,2022-12-31,364415553
170,171,Scalise,Steve,Joseph,,,Steve Scalise,10/6/65,M,rep,LA,1,0,Republican,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892.0,N00009660,,H0LA01087,1015311,412261,9026,Steve Scalise,,20759,Steve Scalise,1663229180442558470,1,2022-12-31,1209417007
171,172,Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,5/26/44,F,rep,IL,9,0,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588.0,N00004724,,H8IL09067,57874,400360,6387,Jan Schakowsky,,29911,Jan Schakowsky,1663185450318659584,1,2022-12-31,24195214
172,173,Schiff,Adam,B.,,,Adam B. Schiff,6/22/60,M,rep,CA,28,0,Democrat,https://schiff.house.gov,2309 Rayburn House Office Building Washington DC 20515-0528,202-225-4176,,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635.0,N00009585,,H0CA27085,90167,400361,9489,Adam Schiff,,20104,Adam Schiff,1662214912590987264,1,2022-12-31,29501253
173,174,Schrader,Kurt,,,,Kurt Schrader,10/19/51,M,rep,OR,5,0,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building Washington DC 20515-3705,202-225-5711,,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950.0,N00030071,,H8OR05107,1031358,412315,10813,Kurt Schrader,,20944,Kurt Schrader,1606377699894824968,0,2022-12-31,20545793
174,175,Schumer,Charles,E.,,Chuck,Charles E. Schumer,11/23/50,M,sen,NY,0,3,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036.0,N00001093,S270,"S8NY00082,H0NY16010",5929,300087,26976,Chuck Schumer,,14858,Chuck Schumer,1663183878029291520,1,2022-12-31,17494010
175,176,Schweikert,David,,,,David Schweikert,3/3/62,M,rep,AZ,6,0,Republican,https://schweikert.house.gov,304 Cannon House Office Building Washington DC 20515-0306,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994.0,N00006460,,"H4AZ06045,H8AZ05097",5205,412399,106387,David Schweikert,,21105,David Schweikert,1663249915907014658,1,2022-12-31,229197216
176,177,Scott,Austin,,,,Austin Scott,12/10/69,M,rep,GA,8,0,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009.0,N00032457,,H0GA08099,623344,412417,11812,Austin Scott,,21123,Austin Scott (politician),1663217047776509952,1,2022-12-31,234797704
177,178,Scott,David,,,,David Scott,6/27/45,M,rep,GA,13,0,Democrat,https://davidscott.house.gov,468 Cannon House Office Building Washington DC 20515-1013,202-225-2939,,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,1.13304E+11,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,1722.0,N00024871,,H2GA13012,1003567,400363,7826,David Scott (Georgia),,20321,David Scott (Georgia politician),1663189255961694212,1,2022-12-31,168673083
178,179,Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott",4/30/47,M,rep,VA,3,0,Democrat,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037.0,N00002147,,H6VA01117,25888,400364,27117,Robert C. Scott,,39307,Bobby Scott (politician),1663310607678947331,1,2022-12-31,161791703
179,180,Scott,Tim,,,,Tim Scott,9/19/65,M,sen,SC,0,3,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056.0,N00031782,S365,"H0SC01279,S4SC00240",623506,412471,11940,Tim Scott,,21173,Tim Scott,1663183420585828353,1,2022-12-31,217543151
180,181,Sewell,Terri,A.,,,Terri Sewell,1/1/65,F,rep,AL,7,0,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988.0,N00030622,,H0AL07086,623257,412396,121621,Terri Sewell,,21102,Terri Sewell,1663228181401288709,1,2022-12-31,381152398
181,182,Shelby,Richard,C.,,,Richard C. Shelby,5/6/34,M,sen,AL,0,3,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov/public/index.cfm/rss/feed,SenShelby,RichardShelby,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,1049.0,N00009920,S184,S6AL00013,1859,300089,53266,Richard Shelby,,94659,Richard Shelby,1607104079955693569,0,2022-12-31,21111098
182,183,Sherman,Brad,J.,,,Brad Sherman,10/24/54,M,rep,CA,30,0,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building Washington DC 20515-0530,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526.0,N00006897,,H6CA24113,45124,400371,142,Brad Sherman,,29707,Brad Sherman,1663206053947793410,1,2022-12-31,30216513
183,184,Simpson,Michael,K.,,Mike,Michael K. Simpson,9/8/50,M,rep,ID,2,0,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,1590.0,N00006263,,H8ID02064,57889,400376,2917,Michael K. Simpson,,29910,Mike Simpson,1663264488496455681,1,2022-12-31,76132891
184,185,Sires,Albio,,,,Albio Sires,1/26/51,M,rep,NJ,8,0,Democrat,https://sires.house.gov,2268 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,,http://sires.house.gov/rss.xml,RepSires,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,S001165,1818.0,N00027523,,H6NJ13191,1022293,412186,22510,Albio Sires,,20542,Albio Sires,1603465010965274624,0,2022-12-31,18696134
185,186,Smith,Adam,,,,Adam Smith,6/15/65,M,rep,WA,9,0,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528.0,N00007833,,H6WA09025,44329,400379,845,Adam Smith,,29768,Adam Smith (politician),1663183427053719556,1,2022-12-31,58928690
186,187,Smith,Adrian,,,,Adrian Smith,12/19/70,M,rep,NE,3,0,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,1860.0,N00027623,,H6NE03115,1022845,412217,21284,Adrian Smith,,20729,Adrian Smith (politician),1663183412021084162,1,2022-12-31,296245061
187,188,Smith,Christopher,H.,,Chris,Christopher H. Smith,3/4/53,M,rep,NJ,4,0,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,1071.0,N00009816,,H8NJ04014,6411,400380,26952,Chris Smith (New Jersey),,14863,Chris Smith (New Jersey politician),1663316183762829313,1,2022-12-31,14802766
188,189,Speier,Jackie,,,,Jackie Speier,5/14/50,F,rep,CA,14,0,Democrat,https://speier.house.gov,2465 Rayburn House Office Building Washington DC 20515-0514,202-225-3531,,http://speier.house.gov/index.php?format=feed&amp;type=rss,RepSpeier,JackieSpeier,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,1890.0,N00029649,,H8CA12171,1027627,412259,8425,Jackie Speier,,20762,Jackie Speier,1606818331616501760,0,2022-12-31,24913074
